wall_time_s,monotonic_s,logger_elapsed_s,host,state,cmd_speed_cms,cmd_speed_mps,cmd_steer_deg_wire,cmd_blocked_reason,cmd_engine_enabled,cmd_serial_connected,cmd_klem_mode,motor_speed_mps,motor_steer_deg_iso,motor_valid,motor_source,motor_reason,feedback_speed_cms,feedback_speed_mps,feedback_steer_deg_wire,distance_m,distance_rel_m,steering_limit_lower_deg_wire,steering_limit_upper_deg_wire,imu_roll_deg,imu_pitch_deg,imu_yaw_deg,pose_x_m,pose_y_m,pose_yaw_deg,pose_yaw_rad,raw_pose_x_m,raw_pose_y_m,raw_pose_yaw_deg,matched_pose_x_m,matched_pose_y_m,matched_pose_yaw_deg,localization_confidence,relocalization_mode,relocalization_source,relocalization_error_m
1779090464.621644,89155.314507,0.089259,192.168.1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090464.674994,89155.367856,0.142607,192.168.1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090464.717238,89155.4101,0.184852,192.168.1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090464.770075,89155.462936,0.237688,192.168.1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090464.823546,89155.516407,0.291159,192.168.1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090464.875806,89155.568668,0.343419,192.168.1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090464.917858,89155.610721,0.385472,192.168.1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090464.971098,89155.663959,0.43871,192.168.1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.023596,89155.716457,0.491209,192.168.1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.075695,89155.768557,0.543309,192.168.1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.117756,89155.810634,0.585386,192.168.1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.170774,89155.863635,0.638387,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.222934,89155.915796,0.690548,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.275628,89155.96849,0.743242,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.317029,89156.00989,0.784641,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.37029,89156.063151,0.837903,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.422729,89156.115589,0.890341,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.475567,89156.168429,0.943181,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.517689,89156.21055,0.985302,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.57047,89156.263331,1.038083,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.62311,89156.315971,1.090723,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.676595,89156.369456,1.144208,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.718805,89156.411667,1.186418,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.772552,89156.465413,1.240165,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.825153,89156.518015,1.292767,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.867107,89156.559968,1.33472,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.919392,89156.612253,1.387005,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090465.97186,89156.664721,1.439473,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090466.024457,89156.71732,1.492072,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090466.067008,89156.75987,1.534621,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090466.119629,89156.81249,1.587242,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090466.172711,89156.865574,1.640325,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090466.225543,89156.918404,1.693155,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090466.267703,89156.960564,1.735316,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090466.320091,89157.012952,1.787704,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090466.373005,89157.065866,1.840618,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090466.425599,89157.11846,1.893212,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090466.467595,89157.160456,1.935207,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090466.520894,89157.213755,1.988507,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779090466.573053,89157.265915,2.040667,192.168.1.101,,0.0,0.0,,,False,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
