# tracking_debug.log — dead reckoning + waypoint state
# Each line: F<idx> | speed_raw=<raw> spd=<m/s> | imu_yaw=<deg> | raw=(<x>,<y>,<yaw>) matched=(<x>,<y>,<yaw>) | wp=<idx>/<total> tgt=<idx> wp_xy=(<x>,<y>) dist=<m> | err=<m> hdg=<deg> mm=<m> latcorr=<m> lane=<0/1> | zone=<attr> | dt=<ms>
F001310 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=0.0s, cmd_age=3.7s) | imu✓ raw=29.6° corr=94.0° (offset=64.4°) pitch=0.062 roll=-4.437 (age=0.0s) steer=0.0° | raw=(0.4782,2.5053,461.5°) matched=(0.4976,2.5068,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.0206m latcorr=+0.0000m raw_lat=+0.0193m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=22.5ms
F001320 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=0.2s, cmd_age=3.9s) | imu✓ raw=32.7° corr=97.1° (offset=64.4°) pitch=0.000 roll=-4.250 (age=0.1s) steer=0.0° | raw=(0.4694,2.5142,461.5°) matched=(0.4956,2.5172,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.0181m latcorr=+0.0000m raw_lat=+0.0263m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.9ms
F001330 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=0.4s, cmd_age=4.1s) | imu✓ raw=-32.7° corr=31.6° (offset=64.4°) pitch=0.062 roll=-4.187 (age=0.1s) steer=25.0° | raw=(0.4377,2.5191,461.9°) matched=(0.4936,2.5277,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.0414m latcorr=+0.0000m raw_lat=+0.0564m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.7ms
F001340 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=0.6s, cmd_age=4.4s) | imu✓ raw=-32.7° corr=31.6° (offset=64.4°) pitch=0.062 roll=-4.250 (age=0.0s) steer=25.0° | raw=(0.4060,2.5238,463.0°) matched=(0.4915,2.5382,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.0716m latcorr=+0.0000m raw_lat=+0.0867m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.6ms
F001350 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=0.9s, cmd_age=4.6s) | imu✓ raw=-32.7° corr=31.6° (offset=64.4°) pitch=0.125 roll=-4.250 (age=0.1s) steer=25.0° | raw=(0.3740,2.5287,464.1°) matched=(0.4900,2.5461,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.1021m latcorr=+0.0000m raw_lat=+0.1172m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.7ms
F001360 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=1.1s, cmd_age=4.8s) | imu✓ raw=-32.7° corr=31.6° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=25.0° | raw=(0.3418,2.5334,465.2°) matched=(0.4900,2.5461,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.1334m latcorr=+0.0000m raw_lat=+0.1479m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=23.0ms
F001370 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=1.3s, cmd_age=5.0s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=22.5° | raw=(0.3095,2.5378,466.3°) matched=(0.4900,2.5461,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.1653m latcorr=+0.0000m raw_lat=+0.1788m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001380 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=1.5s, cmd_age=5.2s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=10.0° | raw=(0.2767,2.5438,467.0°) matched=(0.4858,2.5734,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.1958m latcorr=+0.0000m raw_lat=+0.2112m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.9ms
F001390 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=1.7s, cmd_age=5.4s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=2.5° | raw=(0.2439,2.5493,467.2°) matched=(0.4842,2.5840,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.2274m latcorr=+0.0000m raw_lat=+0.2427m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.8ms
F001400 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=1.9s, cmd_age=5.7s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(0.2110,2.5554,467.2°) matched=(0.4827,2.5937,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.2589m latcorr=+0.0000m raw_lat=+0.2744m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001410 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=2.1s, cmd_age=5.9s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(0.1782,2.5610,467.2°) matched=(0.4820,2.5983,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.2905m latcorr=+0.0000m raw_lat=+0.3059m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F001420 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=2.4s, cmd_age=6.1s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(0.1454,2.5665,467.2°) matched=(0.4820,2.5983,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.3224m latcorr=+0.0000m raw_lat=+0.3375m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001430 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=2.6s, cmd_age=6.3s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(0.1125,2.5724,467.2°) matched=(0.4820,2.5983,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.3546m latcorr=+0.0000m raw_lat=+0.3691m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=27.5ms
F001440 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=2.8s, cmd_age=6.5s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(0.0796,2.5787,467.2°) matched=(0.4791,2.6236,96.6°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.4018m latcorr=+0.0000m raw_lat=+0.4020m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=22.3ms
F001450 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=3.0s, cmd_age=6.7s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(0.0467,2.5854,467.2°) matched=(0.4779,2.6339,96.6°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.4337m latcorr=+0.0000m raw_lat=+0.4339m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=22.7ms
F001460 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=3.2s, cmd_age=6.9s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(0.0137,2.5923,467.2°) matched=(0.4767,2.6444,96.6°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.4657m latcorr=+0.0000m raw_lat=+0.4659m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=23.9ms
F001470 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=3.4s, cmd_age=7.2s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-0.0193,2.5991,467.2°) matched=(0.4761,2.6498,96.6°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.4978m latcorr=+0.0000m raw_lat=+0.4979m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001480 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=3.6s, cmd_age=7.4s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-0.0523,2.6059,467.2°) matched=(0.4761,2.6498,96.6°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.5299m latcorr=+0.0000m raw_lat=+0.5299m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.3ms
F001490 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=3.9s, cmd_age=7.6s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-0.0852,2.6124,467.2°) matched=(0.4761,2.6498,96.6°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.5622m latcorr=+0.0000m raw_lat=+0.5618m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F001500 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=4.1s, cmd_age=7.8s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-0.1180,2.6189,467.2°) matched=(0.4761,2.6498,96.6°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.5792m latcorr=+0.0000m raw_lat=+0.5937m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.8ms
F001510 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=4.3s, cmd_age=8.0s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-0.1512,2.6271,467.2°) matched=(0.4741,2.6749,94.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.6268m latcorr=+0.0000m raw_lat=+0.6271m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=24.8ms
F001520 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=4.5s, cmd_age=8.2s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-0.1845,2.6364,467.2°) matched=(0.4721,2.7007,92.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.6595m latcorr=+0.0000m raw_lat=+0.6587m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.6ms
F001530 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=4.7s, cmd_age=8.4s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-0.2177,2.6454,467.2°) matched=(0.4721,2.7007,92.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.6765m latcorr=+0.0000m raw_lat=+0.6915m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.5ms
F001540 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=4.9s, cmd_age=8.7s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-0.2508,2.6542,467.2°) matched=(0.4721,2.7007,92.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.7088m latcorr=+0.0000m raw_lat=+0.7242m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F001550 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=5.2s, cmd_age=8.9s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-0.2840,2.6633,467.2°) matched=(0.4721,2.7007,92.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.7414m latcorr=+0.0000m raw_lat=+0.7569m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001560 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=5.4s, cmd_age=9.1s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-0.3171,2.6722,467.2°) matched=(0.4719,2.7050,92.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.7741m latcorr=+0.0000m raw_lat=+0.7896m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F001570 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=5.6s, cmd_age=9.3s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-0.3502,2.6813,467.2°) matched=(0.4698,2.7512,90.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.8076m latcorr=+0.0000m raw_lat=+0.8208m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=22.1ms
F001580 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=5.8s, cmd_age=9.5s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-0.3833,2.6912,467.2°) matched=(0.4698,2.7512,90.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.8398m latcorr=+0.0000m raw_lat=+0.8538m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F001590 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=6.0s, cmd_age=9.7s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-0.4165,2.7010,467.2°) matched=(0.4698,2.7512,90.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.8722m latcorr=+0.0000m raw_lat=+0.8869m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.9ms
F001600 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=6.2s, cmd_age=9.9s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-0.4497,2.7109,467.2°) matched=(0.4698,2.7512,90.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.9048m latcorr=+0.0000m raw_lat=+0.9199m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.3ms
F001610 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=6.4s, cmd_age=10.2s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-0.4830,2.7213,467.2°) matched=(0.4698,2.7512,90.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.9374m latcorr=+0.0000m raw_lat=+0.9531m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.7ms
F001620 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=6.7s, cmd_age=10.4s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-0.5161,2.7311,467.2°) matched=(0.4698,2.7512,90.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.9703m latcorr=+0.0000m raw_lat=+0.9861m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.9ms
F001630 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=6.9s, cmd_age=10.6s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-0.5493,2.7409,467.2°) matched=(0.4698,2.7512,90.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.0032m latcorr=+0.0000m raw_lat=+1.0192m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.4ms
F001640 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=7.1s, cmd_age=10.8s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-0.5825,2.7514,467.2°) matched=(0.4692,2.8011,89.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.0372m latcorr=+0.0000m raw_lat=+1.0507m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.3ms
F001650 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=7.3s, cmd_age=11.0s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-0.6157,2.7622,467.2°) matched=(0.4692,2.8011,89.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.0854m latcorr=+0.0000m raw_lat=+1.0841m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.7ms
F001660 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=7.5s, cmd_age=11.2s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-0.6488,2.7729,467.2°) matched=(0.4692,2.8011,89.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.1181m latcorr=+0.0000m raw_lat=+1.1174m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.3ms
F001670 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=7.7s, cmd_age=11.4s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-0.6820,2.7835,467.2°) matched=(0.4692,2.8011,89.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.1510m latcorr=+0.0000m raw_lat=+1.1507m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.0ms
F001680 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=7.9s, cmd_age=11.7s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-0.7152,2.7945,467.2°) matched=(0.4692,2.8011,89.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.1842m latcorr=+0.0000m raw_lat=+1.1841m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.3ms
F001690 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=8.2s, cmd_age=11.9s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-0.7484,2.8053,467.2°) matched=(0.4692,2.8011,89.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.2173m latcorr=+0.0000m raw_lat=+1.2175m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.7ms
F001700 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=8.4s, cmd_age=12.1s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-0.7816,2.8161,467.2°) matched=(0.4692,2.8011,89.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.2506m latcorr=+0.0000m raw_lat=+1.2509m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F001710 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=8.6s, cmd_age=12.3s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-0.8146,2.8266,467.2°) matched=(0.4693,2.8030,89.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.2838m latcorr=+0.0000m raw_lat=+1.2841m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.0ms
F001720 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=8.8s, cmd_age=12.5s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-0.8477,2.8375,467.2°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.3176m latcorr=+0.0000m raw_lat=+1.3159m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.1ms
F001730 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=9.0s, cmd_age=12.7s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.0s) steer=0.0° | raw=(-0.8808,2.8488,467.2°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.3506m latcorr=+0.0000m raw_lat=+1.3495m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F001740 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=9.2s, cmd_age=12.9s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-0.9139,2.8603,467.2°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.3837m latcorr=+0.0000m raw_lat=+1.3831m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F001750 | speed_raw=0.0 spd=5.0cm/s src=manual_command_hold (enc_age=9.4s, cmd_age=13.1s) | imu✓ raw=32.8° corr=97.1° (offset=64.4°) pitch=0.187 roll=-4.312 (age=0.1s) steer=0.0° | raw=(-0.9470,2.8719,467.2°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.4170m latcorr=+0.0000m raw_lat=+1.4167m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
