# tracking_debug.log — dead reckoning + waypoint state
# Each line: F<idx> | speed_raw=<raw> spd=<m/s> | imu_yaw=<deg> | raw=(<x>,<y>,<yaw>) matched=(<x>,<y>,<yaw>) | wp=<idx>/<total> tgt=<idx> wp_xy=(<x>,<y>) dist=<m> | err=<m> hdg=<deg> mm=<m> latcorr=<m> lane=<0/1> | zone=<attr> | dt=<ms>
F000410 | speed_raw=50.0 spd=15.0cm/s src=manual_command_hold (enc_age=4.1s, cmd_age=2.4s) | imu✓ raw=-6.6° corr=57.8° (offset=64.4°) pitch=0.062 roll=-4.875 (age=0.0s) steer=25.0° | raw=(0.1021,2.7413,140.7°) matched=(0.4698,2.7512,90.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.3652m latcorr=+0.0000m raw_lat=+0.3678m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=23.3ms
F000420 | speed_raw=50.0 spd=15.0cm/s src=manual_command_hold (enc_age=4.3s, cmd_age=2.6s) | imu✓ raw=-6.0° corr=58.4° (offset=64.4°) pitch=0.000 roll=-4.937 (age=0.1s) steer=25.0° | raw=(0.0955,2.7613,144.1°) matched=(0.4697,2.7620,90.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.3691m latcorr=+0.0000m raw_lat=+0.3742m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.4ms
F000430 | speed_raw=50.0 spd=20.0cm/s src=manual_command_hold (enc_age=4.5s, cmd_age=0.1s) | imu✓ raw=-4.8° corr=59.6° (offset=64.4°) pitch=0.125 roll=-4.875 (age=0.0s) steer=25.0° | raw=(0.0731,2.7819,147.9°) matched=(0.4692,2.8011,89.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.3899m latcorr=+0.0000m raw_lat=+0.3958m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.8ms
F000440 | speed_raw=50.0 spd=20.0cm/s src=manual_command_hold (enc_age=4.7s, cmd_age=0.3s) | imu✓ raw=-4.1° corr=60.2° (offset=64.4°) pitch=0.125 roll=-4.875 (age=0.1s) steer=25.0° | raw=(0.0427,2.8028,152.2°) matched=(0.4692,2.8011,89.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.4192m latcorr=+0.0000m raw_lat=+0.4265m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F000450 | speed_raw=50.0 spd=20.0cm/s src=manual_command_hold (enc_age=4.9s, cmd_age=0.5s) | imu✓ raw=-3.0° corr=61.3° (offset=64.4°) pitch=0.125 roll=-4.812 (age=0.0s) steer=25.0° | raw=(0.0022,2.8213,156.7°) matched=(0.4694,2.8098,89.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.4595m latcorr=+0.0000m raw_lat=+0.4673m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.3ms
F000460 | speed_raw=50.0 spd=20.0cm/s src=manual_command_hold (enc_age=5.2s, cmd_age=0.7s) | imu✓ raw=-2.3° corr=62.0° (offset=64.4°) pitch=0.187 roll=-4.812 (age=0.0s) steer=25.0° | raw=(-0.0475,2.8371,161.1°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.5100m latcorr=+0.0000m raw_lat=+0.5164m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F000470 | speed_raw=50.0 spd=20.0cm/s src=manual_command_hold (enc_age=5.4s, cmd_age=0.9s) | imu✓ raw=-1.7° corr=62.6° (offset=64.4°) pitch=0.000 roll=-4.812 (age=0.1s) steer=25.0° | raw=(-0.1124,2.8502,165.4°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.5745m latcorr=+0.0000m raw_lat=+0.5819m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F000480 | speed_raw=50.0 spd=20.0cm/s src=manual_command_hold (enc_age=5.6s, cmd_age=1.1s) | imu✓ raw=0.4° corr=64.7° (offset=64.4°) pitch=0.062 roll=-4.687 (age=0.0s) steer=25.0° | raw=(-0.1849,2.8608,169.9°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.6469m latcorr=+0.0000m raw_lat=+0.6548m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.9ms
F000490 | speed_raw=50.0 spd=20.0cm/s src=manual_command_hold (enc_age=5.8s, cmd_age=1.3s) | imu✓ raw=0.5° corr=64.8° (offset=64.4°) pitch=0.187 roll=-4.750 (age=0.1s) steer=25.0° | raw=(-0.2565,2.8679,174.3°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.7185m latcorr=+0.0000m raw_lat=+0.7266m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F000500 | speed_raw=50.0 spd=20.0cm/s src=manual_command_hold (enc_age=6.0s, cmd_age=1.6s) | imu✓ raw=1.7° corr=66.1° (offset=64.4°) pitch=0.187 roll=-4.687 (age=0.0s) steer=25.0° | raw=(-0.3315,2.8719,179.0°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.7733m latcorr=+0.0000m raw_lat=+0.8017m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.3ms
F000510 | speed_raw=50.0 spd=20.0cm/s src=manual_command_hold (enc_age=6.2s, cmd_age=1.8s) | imu✓ raw=2.5° corr=66.8° (offset=64.4°) pitch=0.250 roll=-4.687 (age=0.1s) steer=25.0° | raw=(-0.4035,2.8724,183.3°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.8462m latcorr=+0.0000m raw_lat=+0.8737m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.7ms
F000520 | speed_raw=50.0 spd=20.0cm/s src=manual_command_hold (enc_age=6.4s, cmd_age=2.0s) | imu✓ raw=3.1° corr=67.5° (offset=64.4°) pitch=0.312 roll=-4.687 (age=0.1s) steer=25.0° | raw=(-0.4611,2.8689,187.8°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.9187m latcorr=+0.0000m raw_lat=+0.9310m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F000530 | speed_raw=50.0 spd=20.0cm/s src=manual_command_hold (enc_age=6.7s, cmd_age=2.2s) | imu✓ raw=4.4° corr=68.7° (offset=64.4°) pitch=0.312 roll=-4.687 (age=0.1s) steer=25.0° | raw=(-0.5023,2.8617,192.1°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=0.9601m latcorr=+0.0000m raw_lat=+0.9720m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.4ms
F000540 | speed_raw=50.0 spd=20.0cm/s src=manual_command_hold (enc_age=6.9s, cmd_age=2.4s) | imu✓ raw=4.9° corr=69.2° (offset=64.4°) pitch=0.375 roll=-4.687 (age=0.1s) steer=25.0° | raw=(-0.5438,2.8511,196.5°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.0014m latcorr=+0.0000m raw_lat=+1.0130m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F000550 | speed_raw=50.0 spd=20.0cm/s src=manual_command_hold (enc_age=7.1s, cmd_age=2.6s) | imu✓ raw=6.1° corr=70.5° (offset=64.4°) pitch=0.437 roll=-4.687 (age=0.0s) steer=25.0° | raw=(-0.5840,2.8374,200.9°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.0425m latcorr=+0.0000m raw_lat=+1.0525m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.8ms
F000560 | speed_raw=50.0 spd=20.0cm/s src=manual_command_hold (enc_age=7.3s, cmd_age=2.8s) | imu✓ raw=6.8° corr=71.1° (offset=64.4°) pitch=0.562 roll=-4.687 (age=0.1s) steer=25.0° | raw=(-0.6235,2.8205,205.4°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.0822m latcorr=+0.0000m raw_lat=+1.0912m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.1ms
F000570 | speed_raw=50.0 spd=20.0cm/s src=manual_command_hold (enc_age=7.5s, cmd_age=3.1s) | imu✓ raw=8.4° corr=72.7° (offset=64.4°) pitch=0.250 roll=-5.125 (age=0.0s) steer=25.0° | raw=(-0.6606,2.8012,209.7°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.1204m latcorr=+0.0000m raw_lat=+1.1274m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.8ms
F000580 | speed_raw=50.0 spd=20.0cm/s src=manual_command_hold (enc_age=7.7s, cmd_age=3.3s) | imu✓ raw=9.2° corr=73.5° (offset=64.4°) pitch=0.312 roll=-5.187 (age=0.1s) steer=25.0° | raw=(-0.6964,2.7788,214.1°) matched=(0.4701,2.8507,87.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.1579m latcorr=+0.0000m raw_lat=+1.1622m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F000590 | speed_raw=250.0 spd=25.0cm/s src=encoder (enc_age=0.0s, cmd_age=0.1s) | imu✓ raw=9.7° corr=74.1° (offset=64.4°) pitch=0.250 roll=-5.187 (age=0.1s) steer=25.0° | raw=(-0.7345,2.7506,219.0°) matched=(0.4692,2.8011,89.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.1922m latcorr=+0.0000m raw_lat=+1.2027m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.8ms
F000600 | speed_raw=250.0 spd=25.0cm/s src=encoder (enc_age=0.2s, cmd_age=0.1s) | imu✓ raw=13.4° corr=77.8° (offset=64.4°) pitch=0.312 roll=-5.250 (age=0.0s) steer=25.0° | raw=(-0.7748,2.7145,224.6°) matched=(0.4692,2.8011,89.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.2346m latcorr=+0.0000m raw_lat=+1.2424m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.7ms
F000610 | speed_raw=250.0 spd=30.0cm/s src=manual_command_hold (enc_age=0.4s, cmd_age=0.3s) | imu✓ raw=16.6° corr=81.0° (offset=64.4°) pitch=0.312 roll=-5.312 (age=0.1s) steer=25.0° | raw=(-0.8139,2.6717,230.6°) matched=(0.4698,2.7512,90.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.2730m latcorr=+0.0000m raw_lat=+1.2846m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F000620 | speed_raw=250.0 spd=30.0cm/s src=manual_command_hold (enc_age=0.7s, cmd_age=0.5s) | imu✓ raw=22.5° corr=86.9° (offset=64.4°) pitch=0.437 roll=-5.000 (age=0.0s) steer=25.0° | raw=(-0.8510,2.6209,237.1°) matched=(0.4698,2.7512,90.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.3152m latcorr=+0.0000m raw_lat=+1.3223m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.0ms
F000630 | speed_raw=250.0 spd=25.0cm/s src=encoder (enc_age=0.1s, cmd_age=0.1s) | imu✓ raw=25.5° corr=89.8° (offset=64.4°) pitch=0.375 roll=-5.250 (age=0.1s) steer=25.0° | raw=(-0.8793,2.5717,243.0°) matched=(0.4721,2.7007,92.5°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.3488m latcorr=+0.0000m raw_lat=+1.3557m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.8ms
F000640 | speed_raw=250.0 spd=25.0cm/s src=encoder (enc_age=0.3s, cmd_age=0.3s) | imu✓ raw=31.0° corr=95.4° (offset=64.4°) pitch=0.687 roll=-5.562 (age=0.0s) steer=25.0° | raw=(-0.9007,2.5241,248.4°) matched=(0.4761,2.6498,96.6°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.3754m latcorr=+0.0000m raw_lat=+1.3821m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F000650 | speed_raw=250.0 spd=25.0cm/s src=manual_command_hold (enc_age=0.5s, cmd_age=0.5s) | imu✓ raw=-31.4° corr=32.9° (offset=64.4°) pitch=0.687 roll=-5.562 (age=0.0s) steer=25.0° | raw=(-0.9176,2.4749,253.8°) matched=(0.4766,2.6449,96.6°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.4004m latcorr=+0.0000m raw_lat=+1.4045m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F000660 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=0.7s, cmd_age=0.1s) | imu✓ raw=-28.2° corr=36.2° (offset=64.4°) pitch=0.750 roll=-5.437 (age=0.1s) steer=25.0° | raw=(-0.9297,2.4242,259.2°) matched=(0.4820,2.5983,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.4198m latcorr=+0.0000m raw_lat=+1.4218m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F000670 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=0.9s, cmd_age=0.3s) | imu✓ raw=-21.9° corr=42.4° (offset=64.4°) pitch=0.875 roll=-5.437 (age=0.0s) steer=25.0° | raw=(-0.9361,2.3812,263.7°) matched=(0.4820,2.5983,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.4321m latcorr=+0.0000m raw_lat=+1.4346m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=27.2ms
F000680 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=1.1s, cmd_age=0.5s) | imu✓ raw=-19.1° corr=45.2° (offset=64.4°) pitch=0.812 roll=-5.500 (age=0.1s) steer=25.0° | raw=(-0.9390,2.3395,268.1°) matched=(0.4900,2.5461,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.4423m latcorr=+0.0000m raw_lat=+1.4422m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.8ms
F000690 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=1.3s, cmd_age=0.7s) | imu✓ raw=-12.9° corr=51.5° (offset=64.4°) pitch=1.000 roll=-5.625 (age=0.0s) steer=25.0° | raw=(-0.9386,2.2978,272.4°) matched=(0.4900,2.5461,101.0°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.4490m latcorr=+0.0001m raw_lat=+1.4498m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.7ms
F000700 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=1.6s, cmd_age=0.9s) | imu✓ raw=-10.2° corr=54.1° (offset=64.4°) pitch=1.187 roll=-5.187 (age=0.1s) steer=25.0° | raw=(-0.9206,2.2587,276.8°) matched=(0.5002,2.4932,103.2°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.4396m latcorr=+0.0000m raw_lat=+1.4367m lane=1 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.8ms
F000710 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=1.8s, cmd_age=1.1s) | imu✓ raw=-6.9° corr=57.4° (offset=64.4°) pitch=1.312 roll=-5.062 (age=0.1s) steer=25.0° | raw=(-0.8994,2.2207,281.1°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.4267m latcorr=+0.0000m raw_lat=+1.4227m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.7ms
F000720 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=2.0s, cmd_age=1.3s) | imu✓ raw=0.5° corr=64.8° (offset=64.4°) pitch=1.750 roll=-5.250 (age=0.0s) steer=25.0° | raw=(-0.8894,2.1785,285.6°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.4276m latcorr=+0.0000m raw_lat=+1.4192m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.1ms
F000730 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=2.2s, cmd_age=1.6s) | imu✓ raw=2.8° corr=67.1° (offset=64.4°) pitch=2.000 roll=-5.437 (age=0.1s) steer=25.0° | raw=(-0.8756,2.1359,290.3°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.4264m latcorr=+0.0000m raw_lat=+1.4120m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=24.6ms
F000740 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=2.4s, cmd_age=1.8s) | imu✓ raw=8.8° corr=73.2° (offset=64.4°) pitch=2.125 roll=-5.250 (age=0.0s) steer=25.0° | raw=(-0.8594,2.0967,294.7°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.4235m latcorr=+0.0000m raw_lat=+1.4019m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=22.4ms
F000750 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=2.6s, cmd_age=2.0s) | imu✓ raw=11.9° corr=76.3° (offset=64.4°) pitch=2.312 roll=-4.875 (age=0.1s) steer=25.0° | raw=(-0.8396,2.0577,299.2°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.4170m latcorr=+0.0000m raw_lat=+1.3882m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F000760 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=2.9s, cmd_age=2.2s) | imu✓ raw=18.2° corr=82.5° (offset=64.4°) pitch=2.312 roll=-4.375 (age=0.0s) steer=25.0° | raw=(-0.8171,2.0209,303.7°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.4095m latcorr=+0.0000m raw_lat=+1.3716m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=21.4ms
F000770 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=3.1s, cmd_age=2.4s) | imu✓ raw=21.4° corr=85.7° (offset=64.4°) pitch=2.125 roll=-4.687 (age=0.1s) steer=25.0° | raw=(-0.7921,1.9864,308.1°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.4001m latcorr=+0.0000m raw_lat=+1.3521m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=24.1ms
F000780 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=3.3s, cmd_age=2.6s) | imu✓ raw=24.3° corr=88.6° (offset=64.4°) pitch=2.375 roll=-4.812 (age=0.2s) steer=25.0° | raw=(-0.7643,1.9536,312.5°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.3884m latcorr=+0.0000m raw_lat=+1.3296m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=22.0ms
F000790 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=3.5s, cmd_age=2.8s) | imu✓ raw=30.6° corr=95.0° (offset=64.4°) pitch=2.250 roll=-4.062 (age=0.1s) steer=25.0° | raw=(-0.7347,1.9237,316.9°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.3752m latcorr=+0.0000m raw_lat=+1.3049m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F000800 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=3.7s, cmd_age=3.1s) | imu✓ raw=0.8° corr=65.2° (offset=64.4°) pitch=2.187 roll=-4.000 (age=0.1s) steer=25.0° | raw=(-0.7028,1.8961,321.3°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.3600m latcorr=+0.0000m raw_lat=+1.2776m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F000810 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=3.9s, cmd_age=3.3s) | imu✓ raw=6.8° corr=71.1° (offset=64.4°) pitch=2.187 roll=-4.000 (age=0.0s) steer=25.0° | raw=(-0.6676,1.8700,325.8°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.3427m latcorr=+0.0000m raw_lat=+1.2467m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=25.3ms
F000820 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=4.2s, cmd_age=3.5s) | imu✓ raw=10.1° corr=74.4° (offset=64.4°) pitch=2.187 roll=-4.000 (age=0.1s) steer=25.0° | raw=(-0.6284,1.8457,330.6°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.3236m latcorr=+0.0000m raw_lat=+1.2116m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F000830 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=4.4s, cmd_age=3.7s) | imu✓ raw=15.8° corr=80.2° (offset=64.4°) pitch=2.062 roll=-3.375 (age=0.0s) steer=25.0° | raw=(-0.5909,1.8264,334.9°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.3007m latcorr=+0.0000m raw_lat=+1.1775m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.6ms
F000840 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=4.6s, cmd_age=3.9s) | imu✓ raw=18.6° corr=83.0° (offset=64.4°) pitch=2.125 roll=-3.437 (age=0.1s) steer=25.0° | raw=(-0.5520,1.8100,339.3°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.2781m latcorr=+0.0000m raw_lat=+1.1416m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
F000850 | speed_raw=250.0 spd=20.0cm/s src=manual_command_hold (enc_age=4.8s, cmd_age=4.1s) | imu✓ raw=24.6° corr=88.9° (offset=64.4°) pitch=2.000 roll=-3.625 (age=0.0s) steer=25.0° | raw=(-0.5110,1.7963,343.8°) matched=(0.4900,2.5461,98.7°) | wp=0/0 tgt=0 wp_xy=(nan,nan) dist=nanm | err=+0.0000m hdg=+0.00° mm=1.2556m latcorr=+0.0000m raw_lat=+1.1031m lane=0 kappa=+0.000/m ff=+0.0° | zone=normal route=none curr=None next=None man=none | cam_yaw_hint=none | dt=20.5ms
