wall_time_s,monotonic_s,logger_elapsed_s,host,state,cmd_speed_cms,cmd_speed_mps,cmd_steer_deg_wire,cmd_blocked_reason,cmd_engine_enabled,cmd_serial_connected,cmd_klem_mode,motor_speed_mps,motor_steer_deg_iso,motor_valid,motor_source,motor_reason,feedback_speed_cms,feedback_speed_mps,feedback_steer_deg_wire,distance_m,distance_rel_m,steering_limit_lower_deg_wire,steering_limit_upper_deg_wire,imu_roll_deg,imu_pitch_deg,imu_yaw_deg,pose_x_m,pose_y_m,pose_yaw_deg,pose_yaw_rad,raw_pose_x_m,raw_pose_y_m,raw_pose_yaw_deg,matched_pose_x_m,matched_pose_y_m,matched_pose_yaw_deg,localization_confidence,relocalization_mode,relocalization_source,relocalization_error_m
1779091822.801263,90513.494124,0.108304,192.168.1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779091822.854311,90513.547173,0.161353,192.168.1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779091822.906902,90513.599763,0.213943,192.168.1.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779091822.949083,90513.641944,0.256124,192.168.1.101,STOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.00287,90513.695732,0.309912,192.168.1.101,STOP,,,,,,,,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.056508,90513.749371,0.363551,192.168.1.101,STOP,,,,,,,,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.099633,90513.792495,0.406675,192.168.1.101,STOP,,,,,,,,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.157808,90513.85067,0.46485,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.20039,90513.893252,0.507432,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.254167,90513.94703,0.56121,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.307544,90514.000407,0.614587,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.349841,90514.042702,0.656882,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.4028,90514.095662,0.709842,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.456441,90514.149303,0.763483,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.508629,90514.201491,0.815671,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.55176,90514.244622,0.858801,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.604527,90514.297388,0.911568,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.657999,90514.35086,0.96504,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.700344,90514.393205,1.007384,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.754469,90514.447331,1.06151,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.808421,90514.501284,1.115464,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.851557,90514.544419,1.158599,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.904087,90514.596949,1.211128,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091823.957905,90514.650767,1.264947,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.001055,90514.693916,1.308096,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.054911,90514.747772,1.361952,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.107956,90514.800817,1.414997,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.150267,90514.843129,1.457309,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.203995,90514.896857,1.511037,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.256753,90514.949615,1.563795,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.299014,90514.991875,1.606055,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.352369,90515.045229,1.659409,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.405847,90515.098708,1.712888,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.448515,90515.141377,1.755557,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.501564,90515.194427,1.808606,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.554923,90515.247784,1.861964,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.607684,90515.300545,1.914725,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.651053,90515.343915,1.958095,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.707069,90515.399932,2.014111,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.74955,90515.442411,2.05659,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.802557,90515.495419,2.109599,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.85549,90515.548352,2.162531,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.908591,90515.601452,2.215632,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091824.951234,90515.644095,2.258275,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.004912,90515.697774,2.311954,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.058415,90515.751278,2.365457,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.10265,90515.795511,2.409691,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.155555,90515.848419,2.462599,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.208396,90515.901258,2.515438,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.25028,90515.943141,2.557321,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.302756,90515.995617,2.609796,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.355466,90516.04833,2.662509,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.408683,90516.101544,2.715724,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.452271,90516.145133,2.759313,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.505744,90516.198606,2.812785,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.548408,90516.241268,2.855448,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.601849,90516.294711,2.908891,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.656866,90516.349727,2.963907,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.6995,90516.392361,3.006541,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.753403,90516.446265,3.060445,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.80758,90516.500443,3.114623,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.850299,90516.543162,3.157341,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.903866,90516.596728,3.210908,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.956932,90516.649796,3.263976,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091825.999617,90516.692479,3.306659,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091826.053704,90516.746565,3.360745,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091826.105839,90516.798701,3.412881,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091826.160813,90516.853675,3.467854,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091826.20379,90516.896652,3.510831,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091826.256783,90516.949646,3.563825,192.168.1.101,STOP,0.0,0.0,0.0,klem_off,False,True,0,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091826.300387,90516.993249,3.607429,192.168.1.101,STOP,0.0,0.0,0.0,,True,True,30,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091826.35365,90517.046512,3.660692,192.168.1.101,STOP,0.0,0.0,0.0,,True,True,30,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091826.407222,90517.100084,3.714263,192.168.1.101,STOP,0.0,0.0,0.0,,True,True,30,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
1779091826.450193,90517.143057,3.757237,192.168.1.101,STOP,0.0,0.0,0.0,,True,True,30,0.0,0.0,True,safety_gate,behavior_invalid/mode_not_auto,,,,,,,,,,,,,,,,,,,,,,,,
